ID,Section ID,Section Name,Section Name Arabic,Attribute ID,Attribute Name,Parameter ID,Parameter Name,Mandate Level,Value Description,PE,CE,SR,PR,PF,Website,Mobile,EServices
261,QGMS-1,Mobile App Registration,تطوير وتسجيل تطبيقات الجوال,QGMS-1.1,Registration,QGMS-1.1.1,Android- Play Store,M1,Agencies should register the app in Google play store,Y,,,,,,Y,
262,QGMS-1,Mobile App Registration,تطوير وتسجيل تطبيقات الجوال,QGMS-1.1,Registration,QGMS-1.1.2,iOs App Store,M1,Agencies should register the app in iOS App Store,Y,,,,,,Y,
263,QGMS-1,Mobile App Registration,تطوير وتسجيل تطبيقات الجوال,QGMS-1.1,Registration,QGMS-1.1.3,Hukoomi portal,M1,The government mobile apps must be registered in Hukoomi Portal,Y,,,,,,Y,
264,QGMS-1,Mobile App Registration,تطوير وتسجيل تطبيقات الجوال,QGMS-1.2,Link for app,QGMS-1.2.1,iOS app links,M1,Links of the app in iOS App store should be provided in Hukoomi portal,Y,,,,,,Y,
265,QGMS-1,Mobile App Registration,تطوير وتسجيل تطبيقات الجوال,QGMS-1.2,Link for app,QGMS-1.2.2,Android app links,M1,Links of the app in Google play store should be provided in Hukoomi portal,Y,,,,,,Y,
266,QGMS-1,Mobile App Registration,تطوير وتسجيل تطبيقات الجوال,QGMS-1.3,Naming Convention ,QGMS-1.3.1,App Name ,M2,"The App name shall not be more than two words. 

If the App Name contains the name or short name of the agency, the splash screen must contain the name and logo of the agency.

If the App Name does not contain the entity name, the splash screen must contain the agency Logo and Name. 

If the App combines multiple agencies, then the splash screen must contain Hukoomi Logo and Name
",Y,,,,,,Y,
267,QGMS-1,Mobile App Registration,تطوير وتسجيل تطبيقات الجوال,QGMS-1.3,Naming Convention ,QGMS-1.3.2,App Icon,M1,"The App Icon shall be as per the visual identity policy of respective agencies. Incase visual identity policy is not defined, then it should follow the visual identity policy for the state of Qatar.",Y,,,,,,Y,
268,QGMS-2,Access & Authentication,الوصول والمصادقه,QGMS-2.1,External user registration (Individual),QGMS-2.1.1,Minimalistic,M1,The NAS registration should be minimalistic to only achieve registration function. The profile management should be decoupled to agencies as there is no centralized profile management function / department in MOTC,Y,,,,,,Y,
269,QGMS-2,Access & Authentication,الوصول والمصادقه,QGMS-2.1,External user registration (Individual),QGMS-2.1.2,Extension,M1,"• The agencies can access the national profile
• The agencies can further add additional registration fields that would be stored in their own LDAP. This will allow for agencies to manage the quality of profile data
",Y,,,,,,Y,
270,QGMS-2,Access & Authentication,الوصول والمصادقه,QGMS-2.2,External user authorization (Business),QGMS-2.2.1,Centralized,M2,EID profile can be used for centralized authorization ,Y,,,,,,Y,
271,QGMS-2,Access & Authentication,الوصول والمصادقه,QGMS-2.2,External user authorization (Business),QGMS-2.2.2,Distributed,M3,For specific organization level use cases (services) the distributed authorization model can be used. This must confirm to SAML based definitions so that the same can easily be centralized later,Y,,,,,,Y,
272,QGMS-2,Access & Authentication,الوصول والمصادقه,QGMS-2.3,External user authentication (Individual and Business),QGMS-2.3.1,Two-level authentication,M1,Username / Password,Y,,,,,,Y,
273,QGMS-2,Access & Authentication,الوصول والمصادقه,QGMS-2.3,External user authentication (Individual and Business),QGMS-2.3.2,Multi factor authentication,M1,"• Username / Password + SMS OTP
• Username / Password + Softtoken OTP
• Username / Password + Email OTP
• Fingerprint authentication
",Y,,,,,,Y,
274,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.1,Branding,QGMS-3.1.1,State of Qatar Logo,M2,"The App should clearly display State of Qatar Logo, and respective agencies will follow their own brand guideline",Y,,,,,,Y,
275,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.1,Branding,QGMS-3.1.2,Agency Name,M2,"The App should clearly display Agency Name, and respective agencies will follow their own brand guideline",Y,,,,,,Y,
276,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.1,Branding,QGMS-3.1.3,App Name and Logo,M2,"The App should clearly display App Name and Logo, and respective agencies will follow their own brand guideline",Y,,,,,,Y,
277,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.1,Branding,QGMS-3.1.4,Introduction,M3,"The App should clearly display the Introduction, tailored for Mobile App or Layout, as per branding guideline of respective agency.",Y,,,,,,Y,
278,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.1,Branding,QGMS-3.1.5,Qatar Digital Government(QDG) Logo,M3,"The App to clearly display logo of QDG, and respective agencies will follow their own brand guideline, and clicking on the link should take users to QDG website",Y,,,,,,Y,
279,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.1,Branding,QGMS-3.1.6,MADA Logo,M3,"The App to clearly display logo of MADA if it is MADA certified, and respective agencies will follow their own brand guideline, and clicking on the link should take users to MADA website",Y,,,,,,Y,
280,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.1,Branding,QGMS-3.1.7,Hukoomi Logo,M3,"The App to clearly display logo ot QDG, and respective agencies will follow their own brand guideline, and clicking on the link should take users to QDG website",Y,,,,,,Y,
281,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.2,Header,QGMS-3.2.1,Language options,M2,The Mobile App should have English and Arabic options in the header,Y,,,,,,Y,
282,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.2,Header,QGMS-3.2.2,Accessibility Buttons,M2,The Mobile App should have Accessibility buttons in the header,Y,,,,,,Y,
283,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.2,Header,QGMS-3.2.3,Login/Register links,M2,The Mobile App should have clear and findable Login & Register links in the header,Y,,,,,,Y,
284,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.2,Header,QGMS-3.2.4,Feedback,M2,The Mobile App provide a clear and findable link to provide feedback,Y,,,,,,Y,
285,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.3,Site/App Utilities,QGMS-3.3.1,Contact Us,M2,The Mobile App provide a clear and findable option to find contact information,Y,,,,,,Y,
286,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.3,Site/App Utilities,QGMS-3.3.2,Sitemap,M3,The Mobile App provide a clear and findable link sitemap,Y,,,,,,Y,
287,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.3,Site/App Utilities,QGMS-3.3.3,Search,M2,The Mobile App provide a clear and findable link to search in the Mobile App or across whole of government,Y,,,,,,Y,
288,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.3,Site/App Utilities,QGMS-3.3.4,Help,M2,The Mobile App provide a clear and findable link for online help,Y,,,,,,Y,
289,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.4,Menu List,QGMS-3.4.1,Placement of Menu,M2,"The Mobile App should have menu that are clear, visible, and responsive",Y,,,,,,Y,
290,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.5,Carousel,QGMS-3.5.1,Placement of carousel,M3,"Incase the Mobile App has a carousel, it should be responsive ",Y,,,,,,Y,
291,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.6,Banner,QGMS-3.6.1,Placement of Banners,M3,The parameter should follow Qatar Govt. Mobile Layout Template for the respective page type.,Y,,,,,,Y,
292,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.7,Services Catalog,QGMS-3.7.1,Placement of eServices,M3,"The Mobile App should place Eservices links on the menu, and Eservices Catalog in the respective pages. The Eservices links should be easily findable, searchable, and sortable.",Y,,,,,,Y,
293,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.8,Footer,QGMS-3.8.1,Footer,M3,"Only for Mobile Site or Hybrid App - Incase the Mobile App has a standard footer, it should be in the footer and comprehensive.

For Native App - The content on footer can be placed as a Hamburger Menu or Nav Bars",Y,,,,,,Y,
294,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.8,Footer,QGMS-3.8.2,Disclaimer,M3,The Mobile App should have a clear and findable disclaimer,Y,,,,,,Y,
295,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.8,Footer,QGMS-3.8.3,Copyright,M2,The Mobile App should have a clear and findable copyright information,Y,,,,,,Y,
296,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.8,Footer,QGMS-3.8.4,Link to WoG,M3,The Mobile App should have a clear and findable link to whould of government Mobile Apps,Y,,,,,,Y,
297,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.9,Social Media,QGMS-3.9.1,Social Media Buttons,M2,"• Social Media buttons must be clearly visible on contextual flash screens
• Social Media share button must be configured properly and clearly visible on each content page, the recommended location is directly next to the page print button.",Y,,,,,,Y,
298,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.10,Support,QGMS-3.10.1,Link to 109 GCC,M2,The Mobile App should have a clear and findable link to Shared services Support center,Y,,,,,,Y,
299,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.10,Support,QGMS-3.10.1,Placement of Chatbot,M2,"Incase the Mobile App provides a chatbot, it should be easily findable, the placement of chatbot should not interfere with other information and services. ",Y,,,,,,Y,
300,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.10,Support,QGMS-3.10.1,Placement of Chat Support,M2,"Incase the Mobile App provides chat support, it should be easily findable, the placement of chatbot should not interfere with other information and services. ",Y,,,,,,Y,
301,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.11,Responsive Design,QGMS-3.11.1,Auto Adjustment,M2,The screen should be responsive and auto adjust based on resizing the App on the device.,Y,,,,,,Y,
302,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.12,Screen Orientation,QGMS-3.12.1,Auto Adjustment,M2,The screen should orient itself to the device’s orientation,Y,,,,,,Y,
303,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.13,Site Tour,QGMS-3.13.1,Site Tour,M3,"The Site tour should take care of user onboarding and cover one of the following scenarios:
• Progressing Onboarding – demonstrating the steps of usage and app’s features
• Functional Onboarding – demonstrating main functionality of the app along with time and method
• Benefit Oriented Onboarding – showcasing the benefits of the app
",Y,,,,,,Y,
304,QGMS-3,Layout (Mobile),تخطيط (جوال),QGMS-3.13,Site Tour,QGMS-3.13.2,Skip to content Links,M3,"At a minimum, app must include ‘Skip to content’, and must be used wherever there needs the utility of skip to contents.",Y,,,,,,Y,
305,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.1,Acronyms and abbreviations,M2,Acronyms and abbreviations shall be unique differentiated from rest of the Text. These should follow the Qatar Govt. Mobile CSS and Style Templates,Y,,,,,,Y,
306,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.2,Bullet points,M3,A bulleted list should not be inserted into the middle of a sentence. ,Y,,,,,,Y,
307,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.3,Capitalization,M3,"Do capitalize
• Job titles, but only where it is followed by the name of the person holding the position
• Ministerial titles
• Titles of specific Acts or Bills 
• Buildings
• Place names
• Brand names

Don't capitalize
• Don't capitalize the words public service, government, job description.  
• Acronym for a group of words. 
• Use sentence case for page names, headings and short titles.
",Y,,,,,,Y,
308,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.4,Text  (R2L and L2R),M2,"Apps must conform to the minimum text sizes, as specified below.

Text size cannot be smaller than the corresponding platform standards. For Android the range is between 12 and 22 scale independent pixel, and for IOS the range is between 22 and 34 points. 

Text should be distinguishable when background colors are changed.
",Y,,,,,,Y,
309,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.5,Emphasis - Bold and italics,M3,"• Use of bold letters to be avoided. 
• Block capital letters for emphasis should be avoided.  
• Italics should be used for legislation and regulations.
• Single quotation marks should be used for document titles.
",Y,,,,,,Y,
310,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.6,Address,M3,"• All addresses should be complete.
• Street and postal addresses should be written with as little punctuation as possible.
• Add Google Map URL where available to facilitate user access to location of service provider

",Y,,,,,,Y,
311,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.7,Date and Time,M3,"Defined format of Date and Time to be used. The convention should follow:
DD-MMM-YYYY
HH:MM hours (12 hour Format)

",Y,,,,,,Y,
312,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.8,Lists,M3,Numbered lists should only be used for lists where the order is important,Y,,,,,,Y,
313,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.9,"Titles, labels, headings",M3,"• The page title within the content section must be styled as a heading 1 <h1> in HTML.
• The page title within the content section must have a contrast ratio of at least 3:1.
• The page title and page title element must be in sentence case, not title case.
",Y,,,,,,Y,
314,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.10,Special Instructions,M3,Special instructions should be direct and to the point,Y,,,,,,Y,
315,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.11,Links,M3,"• Button text should be short and describe the action the button performs.
• Link shall direct the user to the page that the user needs to see not to a generic page.
• Default text link colors should be used.
",Y,,,,,,Y,
316,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.12,Numbers and measurements,M3,"• 'To' should be used to indicate range.
• Million and billion should be used for large numbers.
• Always a space should be given between the number and the unit of measure except - percent and degrees.
",Y,,,,,,Y,
317,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.13,Currency,M2,"• Place the currency symbol, with two decimal places. Such as QAR 299.99 
• For other currencies, place the symbol before the numeral.
",Y,,,,,,Y,
318,QGMS-4,Stylesheet,النمط,QGMS-4.1,Typography,QGMS-4.1.14,People and pronouns,M2,"HH (His Highness) the Amir Sheikh Tamim bin Hamad Al Thani,: With the Amir, HH is used. Also, “Amir”, not “Emir” is used.

Standardize the writing style for individuals’ names:
- Title, First Name, Middle Name (If any), Surname for Non Arabic Names
- Example for Arabic Names (Abdulrahman Bin Hamad Al Thani)
",Y,,,,,,Y,
319,QGMS-5,"Navigation, Content Structure, Sitemap",التنقل ، بنية المحتوى ، خريطة الموقع,QGMS-5.1,Navigation,QGMS-5.1.1,App navigation,M2,The site navigation bar must be located at the top of the screen identically on every screen including the home screen.,,Y,,,,,Y,
320,QGMS-5,"Navigation, Content Structure, Sitemap",التنقل ، بنية المحتوى ، خريطة الموقع,QGMS-5.1,Navigation,QGMS-5.1.2,Expandable menus,M2,"Expandable menus must be formed from well-structured HTML.

Assistive technologies must support the full set of navigation elements.
",,Y,,,,,Y,
321,QGMS-5,"Navigation, Content Structure, Sitemap",التنقل ، بنية المحتوى ، خريطة الموقع,QGMS-5.1,Navigation,QGMS-5.1.3,Scroll to top,M2,"For any screen with scrolling, there should always be a link to scroll to top.",,Y,,,,,Y,
322,QGMS-5,"Navigation, Content Structure, Sitemap",التنقل ، بنية المحتوى ، خريطة الموقع,QGMS-5.2,Content Structure,QGMS-5.2.1,Mandatory Menu Items,M2,"The site navigation shall maintain consistent Mandatory Menu Items such as  Home, About Us, eServices,  Open Data, eParticipation, Contact Us, Job opportunities.",,Y,,,,,Y,
323,QGMS-5,"Navigation, Content Structure, Sitemap",التنقل ، بنية المحتوى ، خريطة الموقع,QGMS-5.2,Content Structure,QGMS-5.2.2,"Optional Menu Items (e.g. Others, news, broadcast, etc etc)",M3,"Depending on the business nature of the entity, optional pages can be added to the structure such as: Media & Press Release, Events, Training & development, Auctions, Tenders, Photos/Videos Galleries, Publications, Mobile App(s).",,Y,,,,,Y,
324,QGMS-5,"Navigation, Content Structure, Sitemap",التنقل ، بنية المحتوى ، خريطة الموقع,QGMS-5.2,Content Structure,QGMS-5.2.3,Breadcrumbs,M2,"For Hybrid App or Mobile sites:
- Breadcrumbs must be used on every screen of a site where there is more than one level of navigation.

- The breadcrumb must appear at the top of the content.

- The breadcrumb must be clearly separated from the section navigation heading and the page title.

- Assistive technologies must support the breadcrumbs.


For Native App - 
- The navigation forward and backward in the mobile app should be handled using Bottom Nav bar or Hamburger Menu or equivalent as per Android Material UI guidelines / IOS Human Interface guidelines guidelines
",,Y,,,,,Y,
325,QGMS-5,"Navigation, Content Structure, Sitemap",التنقل ، بنية المحتوى ، خريطة الموقع,QGMS-5.2,Content Structure,QGMS-5.2.4,Main Content,M3,"Content must be aligned, as per the style guide and content layout",,Y,,,,,Y,
326,QGMS-5,"Navigation, Content Structure, Sitemap",التنقل ، بنية المحتوى ، خريطة الموقع,QGMS-5.2,Content Structure,QGMS-5.2.5,Services Listing,M2,Services listing should be findable in the menu or navigation structure ,,Y,,,,,Y,
327,QGMS-5,"Navigation, Content Structure, Sitemap",التنقل ، بنية المحتوى ، خريطة الموقع,QGMS-5.2,Content Structure,QGMS-5.2.6,Last Updated,M2,"The last updated date must appear directly after the main content.

The last updated date element must appear on all content pages 
",,Y,,,,,Y,
328,QGMS-5,"Navigation, Content Structure, Sitemap",التنقل ، بنية المحتوى ، خريطة الموقع,QGMS-5.2,Content Structure,QGMS-5.2.7,Last Reviewed,M3,App may display last reviewed date,,Y,,,,,Y,
329,QGMS-5,"Navigation, Content Structure, Sitemap",التنقل ، بنية المحتوى ، خريطة الموقع,QGMS-5.2,Content Structure,QGMS-5.2.8,Download links,M2,"Government agencies shall provide the links for downloading all applications owned by the entity on the most important platforms, such as Android, iOS etc.",,Y,,,,,Y,
330,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.1,Language Versions,QGOC-1.1.1,English and Arabic,M1,"All content screen must have both English and Arabic Versions.
When toggling between the Arabic and English screens it must go to the specific landing page the user is reading or using and not to the home page.
",,Y,,,,,Y,
331,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.2,Language and Grammar,QGOC-1.2.1,Language and Grammar,M3,Spell and grammar checkers Spell and grammar checkers for both UK and US English should be enabled.,,Y,,,,,Y,
332,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.3,Voice,QGOC-1.3.1,Voice,M3,"Passive voice is the traditional style of government, legal and scientific writing. 

But active voice only be used when it can be written in simpler manner when compared to passive voice, as it often uses fewer words to say the same thing.
",,Y,,,,,Y,
333,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.4,Jargon and legalese,QGOC-1.4.1,Jargon and legalese,M3,"Unnecessary jargon and technical terms, unexplained abbreviations, or acronyms should be avoided.",,Y,,,,,Y,
334,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.5,"Titles, labels, headings",QGOC-1.5.1,"Titles, labels, headings",M1,"• Screen titles, labels and headings be clear, concise and clearly describe the content of a page or section.
• Screen titles should make sense in isolation and allow users to differentiate from other titles in search results. It is important to add the name of the entity at the end of the title as this service is provided by the majority of entities via their websites Example: 
• Service: Apply for Job at Ministry of Interior
• Another Service: Apply for Job at Katara
• Files need to have sensible names that give an indication of what the document is.
• Title should be short, without symbols.
• Abbreviations and acronyms should be avoided.
• Question as a heading should not be used.
",,Y,,,,,Y,
335,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.6,Abbreviations,QGOC-1.6.1,Abbreviations,M3,"• For using an abbreviation or acronym on a page for first time, agencies should write it in full, and then refer to it by initials in parentheses– e.g. Ministry of Transport and Communications (MOTC)
• Agencies should not include acronyms in page titles.
• Unexplained abbreviations or acronyms should be avoided.
",,Y,,,,,Y,
336,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.7,References,QGOC-1.7.1,References,M2,"• Sources of information, whether it is government, semi-government, or Private Web sites or docs, should be acknowledged
• For an in-text reference to a work with more than 3 authors, only the name of the first-listed author should be included, followed by the abbreviation et al.
• If a material published in multiple medium then the print version should be used for citation.
",,Y,,,,,Y,
337,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.8,People and pronouns,QGOC-1.8.1,People and pronouns,M2,"• Text should be gender-neutral.
• Pronouns should points clearly to antecedents.",,Y,,,,,Y,
338,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.9,Punctuation and spelling,QGOC-1.9.1,Punctuation and spelling,M3,"Punctuations to be avoided in general, and should be used only when necessary or no other means involved. Some examples: 
• Always 'and' should be used rather than '&'. 
• Apostrophes should be used to indicate ownership and contractions. 
• Use of brackets should be avoided, if use of brackets is unavoidable then always round brackets ‘()’ should be used.
",,Y,,,,,Y,
339,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.10,Links & Broken Links,QGOC-1.10.1,Links and Broken Links,M2,A mechanism for periodically validating links to related information should be established,,Y,,,,,Y,
340,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.11,Widgets,QGOC-1.11.1,Widgets,M3,"Requirements of widgets are:
• Distinguish Required and Optional Data Entry Fields. 
• Label Pushbuttons Clearly. 
• Label Data Entry Fields Consistently.
• Minimize User Data Entry.
• Allow Users to See Their Entered Data.
• Use Radio Buttons for Mutually Exclusive Selections.
• Anticipate Typical User Errors.
• Prioritize Pushbuttons.
• Use Check Boxes to Enable Multiple Selections.
• Use Open Lists to Select One from Many.
",,Y,,,,,Y,
341,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.12,"Content Contribution, Moderation, & Approval",QGOC-1.12.1,Process,M2,Agencies' must have a (documented) approval process and audit trail to ensure that content has an appropriate authorization from within the Department/Agency before being published to the website,,Y,,,,,Y,
342,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.12,"Content Contribution, Moderation, & Approval",QGOC-1.12.2,Small Mobile Services  (Information and Content Only Mobile Apps),M2,"Agencies shall adopt a 2-tiered structure to implement CMAP requiring
minimum 2 officials to execute the CMAP roles, viz.,
•  Contributor
•  Moderator/Approver
",,Y,,,,,Y,
343,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.12,"Content Contribution, Moderation, & Approval",QGOC-1.12.3,"Large Mobile Services (Information, Content, and eServices)",M2,"Agencies shall adopt a 3-tiered structure to implement CMAP needing minimum 3 officials to execute the CMAP roles, viz.,
•  Contributor
•  Moderator
•  Approver",,Y,,,,,Y,
344,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.13,Content Review ,QGOC-1.13.1,Static Content Page,M2,Agencies shall review and update the content to keep it updated as and when it is changed ,,Y,,,,,Y,
345,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.13,Content Review ,QGOC-1.13.2,Information Page,M2,Agencies shall review and update the content to keep it update in Daily Frequency,,Y,,,,,Y,
346,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.13,Content Review ,QGOC-1.13.3,"Newsletter, Circulars, Notifications etc",M2,Review and update the content is not required,,Y,,,,,Y,
347,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.13,Content Review ,QGOC-1.13.4,"Acts, Rules",M2,Agencies shall review and update the content to keep it updated as and when it is changed or yearly.,,Y,,,,,Y,
348,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.14,Content Archival ,QGOC-1.14.1,Archival,M2,Agencies shall archive online content and information shall be archived after entering (Yth) year from the date of publishing.,,Y,,,,,Y,
349,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.14,Content Archival ,QGOC-1.14.2,Retrieval,M2,"Agencies shall maintain the archive for a period of N years to allow for the retrieval of content, which has expired.",,Y,,,,,Y,
350,QGOC-1,Content (Information),محتوى المعلومات,QGOC-1.14,Content Archival ,QGOC-1.14.3,Purge,M2,"Agencies shall purge expired contents, such as Schemes, Tenders, Forms, Recruitment Notices, which have been withdrawn, or discontinued, or have exceeded more than N year after archiving, may be expunged",,Y,,,,,Y,
351,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.1,Logos,QGOC-2.1.1,Size,M2,"The logo or icon has to be based on the visual identity policy, and the size in the mobile app shall be within the range 120x120 Px for IOS, and 44x44 Px for Android. ",,Y,,,,,Y,
352,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.1,Logos,QGOC-2.1.2,Positioning,M1,"Only for Mobile site, Logo/Icon should have an Alternative text in both English and Arabic. It is not applicable for Mobile App.",,Y,,,,,Y,
353,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.1,Logos,QGOC-2.1.3,Alt Text,M1,"Only for Mobile site, Logo/Icon should have an Alternative text in both English and Arabic. It is not applicable for Mobile App.",,Y,,,,,Y,
354,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.1,Logos,QGOC-2.1.4,Resolution,M1,Logo image must be in the following resolution range should be 72 PPI or more,,Y,,,,,Y,
355,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.2,Images,QGOC-2.2.1,Background Image,M2,"Background images should be sparingly used and should be simple, especially if they are used behind text.",,Y,,,,,Y,
356,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.2,Images,QGOC-2.2.2,Thumbnails,M3,"When viewing of full-size images is not
critical, thumbnails for the images may be provided for large images
",,Y,,,,,Y,
357,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.2,Images,QGOC-2.2.3,Image Usage,M2,"All images on the Mobile app must support both landscape and portrait aspect ratio.

Images should be cropped and resized appropriately to the correct dimensions provided by the developer before uploading. 

Images aspect ratio to be preserved and not stretched or squeezed.

Using meaningful images and must have a meaningful file name.

Every image on the website needs a caption.

Images should not be mirrored (flipped) images for aesthetic reasons.",,Y,,,,,Y,
358,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.2,Images,QGOC-2.2.4,Alt Text,M2,"For Mobile site and Hybrid App - Logo/Icon should have an Alternative text in both English and Arabic.

It is not required for Native App",,Y,,,,,Y,
359,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.3,Royal Photos,QGOC-2.3.1,Photo of Amir,M1,"Policy for posting Amir's Photo to be followed as specified by Qatar Visual Identity. It must not be preceded by any image or, otherwise, the image is replaced by one relevant to the news content.",,Y,,,,,Y,
360,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.3,Royal Photos,QGOC-2.3.2,Photo of Family Members,M1,Policy for posting Royal Family Member's Photo.,,Y,,,,,Y,
361,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.3,Royal Photos,QGOC-2.3.3,Photo of Royal Institutions,M1,Policy for posting Royal Institution's Photo,,Y,,,,,Y,
362,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.3,Royal Photos,QGOC-2.3.4,Alt Text,M1,"For Mobile site and Hybrid App - Logo/Icon should have an Alternative text in both English and Arabic.

It is not required for Native App",,Y,,,,,Y,
363,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.3,Royal Photos,QGOC-2.3.5,Resolution,M1,"Any image published in the mobile app/site, should have a minimum resolution of 72 DPI",,Y,,,,,Y,
364,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.4,Data Visualization,QGOC-2.4.1,Choice of Visualization,M3,"Usage of graphic format to display data when users must monitor changing data. 

Choice of chart type should be according to the data set visualized
",,Y,,,,,Y,
365,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.4,Data Visualization,QGOC-2.4.2,Data Labels & Number Annotations,M3,Include actual data labels and values with graphical displays of data when precise reading of the data is required.,,Y,,,,,Y,
366,QGOC-2,Content (Graphics & Multimedia),المحتوى (الرسومات والوسائط المتعددة),QGOC-2.5,Videos,QGOC-2.5.1,Usage,M2,"Use video, animation, and audio only when they help to convey, or are supportive of, the mobile site / app’s message or other content.",,Y,,,,,Y,
